cycle,capacity_Ah
1,1.89105229539079
2,1.88063702768686
3,1.88066267170114
4,1.88077090098334
5,1.87945087282851
6,1.88070035171174
7,1.87993525235661
8,1.88150881240388
9,1.86969078703858
10,1.8700523801392
11,1.87004423941886
12,1.85965189877664
13,1.85907465608622
14,1.85900845777092
15,1.8593622586957
16,1.8587355450601
17,1.84781729132215
18,1.8485252916137
19,1.84837895185003
20,1.88078054376098
21,1.88147215974436
22,1.88109543132448
23,1.871008964978
24,1.87019951519414
25,1.8706715362801
26,1.85961246440202
27,1.86003390971835
28,1.85916531091608
29,1.84813981787783
30,1.84920170212616
31,1.88346774379508
32,1.86282111179058
33,1.85208503965235
34,1.84695046482087
35,1.83682843116902
36,1.83716196196723
37,1.83167225837189
38,1.82114709513178
39,1.81650609151152
40,1.81138156015046
41,1.81160563339396
42,1.80605489555574
43,1.81320418269941
44,1.80626419382835
45,1.79583102499005
46,1.78588526003905
47,1.78032686045028
48,1.81507568995756
49,1.81570251548458
50,1.80024321780567
51,1.79044762056093
52,1.78034303230013
53,1.77532876959681
54,1.77026297347329
55,1.7600810618542
56,1.74964759353769
57,1.74965007505931
58,1.74502873921468
59,1.73964574552867
60,1.7285642277718
61,1.72390032458842
62,1.71397887764852
63,1.71397019970046
64,1.70365211736388
65,1.70401374743825
66,1.6935716157343
67,1.68765773638777
68,1.68307443565832
69,1.67792701420255
70,1.67320602759662
71,1.6674367208254
72,1.66226626306675
73,1.65742430657631
74,1.65253868492873
75,1.64721746275733
76,1.63641368108981
77,1.63625543120485
78,1.64111917921838
79,1.6315700789657
80,1.62121328298724
81,1.61642732147621
82,1.61582351016192
83,1.61672418029789
84,1.610865586373
85,1.60066033743094
86,1.59591744870057
87,1.59621795194622
88,1.5958065114634
89,1.59065078214807
90,1.68882111618555
91,1.62599382797332
92,1.61574338628129
93,1.60566267648465
94,1.59497469215243
95,1.59041024388719
96,1.58535170629882
97,1.57997371472424
98,1.57521854652781
99,1.56979848464887
100,1.57025653759504
101,1.56524987390944
102,1.55963393356115
103,1.56498205333921
104,1.57497949984227
105,1.56528111687805
106,1.55975549747013
107,1.5498976856705
108,1.5438771531345
109,1.54501874886901
110,1.54459401541029
111,1.53430867217589
112,1.52876039429585
113,1.52892602491798
114,1.52909165013312
115,1.52390593246612
116,1.51866754191006
117,1.5136482266427
118,1.5136050185229
119,1.5139470614868
120,1.53395991931588
121,1.53913727986531
122,1.52362479728387
123,1.51358130355891
124,1.50778507498479
125,1.50319606760373
126,1.49782205969959
127,1.49284853463352
128,1.49241438986703
129,1.48748277653808
130,1.48253514864041
131,1.4827874322229
132,1.47697117977506
133,1.48190155541373
134,1.49813661988748
135,1.48207752143929
136,1.47711553128122
137,1.47207727830565
138,1.47224801365645
139,1.46701066722747
140,1.46176724953354
141,1.45669526704897
142,1.45135497275896
143,1.45161592625738
144,1.44681613321737
145,1.44675706077688
146,1.44137974814468
147,1.43624562522082
148,1.43681541539248
149,1.436294514586
150,1.4418575315878
151,1.46720634847818
152,1.45186403678489
153,1.44713797527485
154,1.4417905865624
155,1.43163094791111
156,1.43180842496737
157,1.42625625851069
158,1.42608775289249
159,1.42126335100317
160,1.41632727487951
161,1.4165781829176
162,1.41084017294252
163,1.41099496283478
164,1.40617142903988
165,1.40633584796929
166,1.40045523990665
167,1.42178650460552
168,1.43245527206254
