cycle,capacity_Ah,temperature_C,wind_speed_ms,voltage_V,current_A,soc_pct
1,1.89105229539079,-26.745958763945882,1.010225333637055,16.801339814344498,8.239982570582615,100.0
2,1.88063702768686,-29.12057174535747,5.077593563324161,16.794897344321946,7.515106817469023,99.44923428456653
3,1.88066267170114,-27.16683909202305,5.927840217599086,16.753365612821845,7.683895274256094,99.45059035569913
4,1.88077090098334,-28.355861462197186,5.622444383943226,16.77419572686733,7.679659123526242,99.45631358622342
5,1.87945087282851,-28.10329491388465,7.537198629822696,16.798707564952377,8.285092277592073,99.38650969142645
6,1.88070035171174,-25.145860237184344,0.8720237172438463,16.75958653267126,8.513184011774577,99.45258289766595
7,1.87993525235661,-25.363034819108595,4.220004662469166,16.789410629988694,7.968665234438759,99.41212397661998
8,1.88150881240388,-26.086292818639233,1.8515571235563426,16.758737738102802,7.949353483042997,99.49533479268811
9,1.86969078703858,-28.63846914700887,5.535453261220355,16.777699530726583,8.021015648933954,98.8703903956397
10,1.8700523801392,-27.474612674542204,3.91127640580427,16.768193496822246,8.348563490782457,98.88951165957839
11,1.87004423941886,-25.180353450031227,4.494326261596779,16.736591636534747,7.721794059742828,98.88908117331633
12,1.85965189877664,-26.787424629540144,3.2027525720526278,16.776801567026475,8.071510694820436,98.33952785490466
13,1.85907465608622,-25.0,0.5859605928718377,16.73796024991571,8.29255928893473,98.30900290898819
14,1.85900845777092,-26.41002324090844,2.362551072576614,16.73634901570609,8.150328250981953,98.30550230165645
15,1.8593622586957,-26.71192632526495,12.0,16.757089306240832,8.056874484979623,98.32421151057902
16,1.8587355450601,-27.46367469630375,8.312398164022298,16.7751227212931,8.300313827770143,98.29107051087597
17,1.84781729132215,-26.799688642826577,0.13240033835275822,16.715667348052385,7.189030312100229,97.71370658685537
18,1.8485252916137,-27.228704754570817,0.5403054034522647,16.73826568708453,8.203362595859272,97.75114607455625
19,1.84837895185003,-25.937836984967113,0.42375342045805575,16.74539174108469,7.8037772950617725,97.74340753850271
20,1.88078054376098,-25.564946524808125,3.8836615621811608,16.798653170206656,7.450810130943063,99.4568235021926
21,1.88147215974436,-28.178984190761923,5.107709342087539,16.789343935280407,8.153360779857493,99.49339657767369
22,1.88109543132448,-28.996849430336667,0.7205310250501586,16.777916741785052,8.412097563548887,99.47347494881139
23,1.871008964978,-29.754308059654946,2.114764841518587,16.753770896184676,7.958765445611692,98.9400964499161
24,1.87019951519414,-26.238013009631185,5.510955211433411,16.770847060692283,8.28586236416088,98.89729225111986
25,1.8706715362801,-28.65504990926081,3.9592908559415294,16.748380304162012,8.483683477396594,98.92225301434733
26,1.85961246440202,-30.0,2.344212434861385,16.695021381480835,8.394474336075215,98.33744254109732
27,1.86003390971835,-26.417132093203556,2.6773395137100966,16.76280360323206,8.491989358811418,98.35972882674669
28,1.85916531091608,-25.0,2.130028950205218,16.77086500699051,8.222638247321568,98.31379679174232
29,1.84813981787783,-27.00910636730984,1.0595365500048617,16.689202686954417,8.022630091670479,97.73076198804476
30,1.84920170212616,-25.742263838322536,2.4973794224044665,16.717839008018434,7.51941025643085,97.78691507545108
31,1.88346774379508,-26.87725596217865,3.5027808932904376,16.80115296508025,7.926181253561015,99.59892428071944
32,1.86282111179058,-27.148334479786715,6.1983422253223575,16.799349207069262,7.7470260214051425,98.50711777410808
