cycle,capacity_Ah,temperature_C,wind_speed_ms,voltage_V,current_A,soc_pct
1,1.85648742081816,-26.25492877048315,0.29507118434523144,16.79958196812072,7.545442681340434,100.0
2,1.84632724971993,-27.207396451756775,1.3752489216210602,16.787022727662855,8.410062280233358,99.45272071416716
3,1.83534919422341,-26.02846719284896,0.9244804435764935,16.793672104538643,8.493490314050385,98.86138595081702
4,1.83526252758211,-25.0,0.8391006109872639,16.756156666085644,7.925289188133086,98.85671763794143
5,1.83464550821204,-27.351230062085005,10.836928218488778,16.77799943769237,8.17296708891673,98.82348178817747
6,1.83566166006755,-27.351205435423772,1.4981624911200713,16.764546222247382,8.093375046363061,98.87821697485933
7,1.83514614292266,-25.0,6.678165633745568,16.763458935591224,8.92366424253657,98.8504485591346
8,1.82575679056655,-25.848847906270638,2.9920031572094494,16.77562684448217,8.335872473430372,98.34468955151515
9,1.82477385298913,-27.704211578902427,4.751475758065199,16.76867714378642,7.96162472255577,98.29174345738072
10,1.82461326849694,-26.186159934621053,2.0953059731663113,16.76819681204497,7.713337867819872,98.28309354731996
11,1.82461955268645,-27.695126539218695,2.580467707924755,16.778045673437262,7.518066103922728,98.28343204622061
12,1.81420193576739,-27.698594630355384,2.0348803000250806,16.736644068003045,8.061039090760167,97.72228539894255
13,1.81375215775491,-26.63705659265095,0.6516446859757155,16.749184684332764,7.773094776414709,97.69805803238805
14,1.81344049147358,-29.869920366986698,3.8452854091974116,16.72887022702211,7.573323887120698,97.6812700769279
15,1.80259800363065,-29.58737674876955,0.9887321050987888,16.725205982300224,7.806028134727242,97.0972376875163
16,1.80210690024615,-27.84343129386146,0.07384944324206584,16.71537909995684,7.6755355989156815,97.07078432300692
17,1.80257950082621,-28.519246680501634,3.1109063588858215,16.720634668165463,8.50614249052177,97.09624103091457
18,1.80306831428341,-26.528629001107088,0.584800710674468,16.73133512985592,8.264491927084835,97.12257104811364
19,1.8027776247196,-28.362036113281818,8.46324944181991,16.702629150531045,7.997608207605015,97.10691300698983
20,1.84702599493292,-29.11845555200294,9.23268723836407,16.82757779023063,8.443983241667008,99.49035873989006
21,1.84741731128364,-25.0,7.390529653901524,16.766199890033956,8.023210492294286,99.51143705942684
22,1.83617742134789,-27.338664450729805,1.3868621894921,16.74508418689169,7.741614739601521,98.90599854098019
23,1.82578074757762,-26.898707692968113,0.046731946115833145,16.776849657465895,8.456937223180898,98.3459799998533
24,1.82511364350784,-29.137122279320185,7.906570371995669,16.76851455110551,8.161673013105398,98.31004632950902
25,1.82558150422038,-27.816574086787774,1.676814831159184,16.76586933260391,7.688826153702063,98.33524772367379
26,1.81403112750839,-26.833616115435202,10.202526048366169,16.748533284137356,7.942898396574917,97.7130847840025
27,1.81476919411589,-28.726490366133454,9.941206428390617,16.73683460870993,7.737314523984573,97.75284086310239
28,1.81396938871035,-26.436452972481494,5.752161051538257,16.717928170548298,7.585160080710699,97.7097592135005
29,1.80276566516782,-27.900958034878208,1.0463282045164808,16.720491617669378,8.277853264259493,97.10626880376789
30,1.80407704011735,-27.437540624689916,1.4588757962960808,16.707410140235613,8.572824992141038,97.17690623092331
31,1.85180255167045,-27.902559918344096,5.714179957434239,16.812436559766113,7.580429727854257,99.74764875349139
32,1.83070384567394,-25.0,1.1434386942921513,16.758171430029115,8.168890771007172,98.61116348782707
33,1.81990410895013,-27.020245837106902,0.5571558488872643,16.72831420510937,7.804807229263452,98.02943389447219
34,1.80930796370285,-28.58656639343385,2.4412109761806833,16.722415065271733,7.853862384870591,97.4586707894569
35,1.80460990458052,-25.766182631845215,8.253880412421125,16.730015682843852,7.822281822728339,97.20560906279788
36,1.79937706519722,-28.831265474956535,3.5724767932738115,16.70259026560995,7.740802769096055,96.92374130950097
37,1.78844323353705,-26.686704607492867,2.532337009306967,16.680929674858838,8.014556488383448,96.33478867036315
38,1.78292304842527,-29.939505185819662,0.30668459204796866,16.69392214801093,7.750714965076689,96.03744299218198
39,1.77303371580183,-28.992279073347646,2.8635921465531533,16.679032400450595,8.081137047733952,95.50475246530074
40,1.77303775507894,-26.704708146196314,12.0,16.66400029765811,7.984928567165259,95.50497004162605
41,1.76787211066621,-25.892300130006884,0.45276175992679246,16.656927443068543,7.928315585940077,95.22672175646109
42,1.76231507040931,-26.742947578215045,2.191485974944511,16.662607943102437,7.72773090138752,94.92739086983158
43,1.76761729249384,-27.17347242358236,6.295825913702384,16.63700219931455,7.8269686008295,95.21299593373196
44,1.76266835974315,-27.451655543383932,4.05010274506101,16.630350508532413,8.226617367747727,94.94642085785512
45,1.75173048706641,-29.217782985551143,3.582223275905019,16.62763413093843,8.150275156287314,94.3572505486957
46,1.741849604796,-28.079766312592064,3.6368626686734697,16.622831482606898,7.706733426560435,93.82501520146907
47,1.73609135118471,-27.69095815643968,1.3364770269448474,16.624633837196274,8.029799691628767,93.51484592443987
48,1.79362401485736,-25.414316660671627,1.0426862528012855,16.734694988950178,8.225416137011537,96.61385230754237
49,1.78318902232733,-26.48457256564731,4.972123521779137,16.706602744627514,7.499178415663589,96.05176972012407
50,1.7673642076279,-29.6445602330441,4.983984597261086,16.66238340672421,8.16300805771398,95.19936347583851
51,1.75701778503531,-26.51387404590781,6.0538501421037445,16.64959712407629,7.801212872316246,94.64205172265517
52,1.74687061798379,-27.577623420624477,7.333847885509909,16.614622653961433,8.171179600577947,94.09547290193534
53,1.74171725074571,-28.01538300045894,2.148279710798711,16.626530543286563,7.771022253037245,93.8178859288004
54,1.73642250564782,-26.082485566738697,2.0885531326535975,16.61314196841399,7.458535369800645,93.53268361401409
55,1.72632172392358,-25.453500716256073,4.802849796925463,16.610135264910742,7.511737268635051,92.98860334657071
56,1.71580653893301,-25.603079821325704,3.1491572246634005,16.5712770141434,8.014425483998414,92.42220117908735
57,1.71053335113519,-28.258826284833958,3.631651945534551,16.590255411735555,8.077916750516444,92.13816005181184
58,1.70601449964852,-27.463818563776822,4.765858424862614,16.603707816729166,7.728705012468677,91.89475137389694
59,1.70031102726426,-26.503104852894655,6.621970429040301,16.562275718137453,8.191577737633212,91.58753289666393
60,1.69457986017979,-25.53668230931646,1.2374472214129626,16.563841268357862,7.501543981319312,91.278822639853
61,1.68490290866093,-27.718761356767935,1.412810366182669,16.555014897404202,7.980176060405805,90.75757205607069
62,1.67447415911597,-27.278488464995725,0.29608811756208164,16.51745871150822,7.6366951400712635,90.1958257480691
63,1.67456924798791,-28.65950246100904,2.590242079828304,16.53010838595811,7.804449167659352,90.20094772578216
64,1.66371637598141,-28.794309936121007,0.10981231263257099,16.50950981578305,8.014219601394924,89.61635599169342
65,1.65901386874825,-25.781211266408704,1.879820844546329,16.504119052641755,7.7418759904148144,89.3630546668136
66,1.6538540573335,-25.0,2.346883757061378,16.478923180480102,7.884633336731053,89.08512057704336
67,1.64265378213013,-27.1080151823705,1.0128919809435675,16.477981049039833,8.301887842764332,88.48181591266624
68,1.63785784302237,-25.494700653161964,2.680897590438526,16.480217458031113,7.8269324391430555,88.22348186450736
69,1.63273504070991,-26.457545962428547,0.09292518630442363,16.491554027887087,8.250707633619543,87.9475412761137
70,1.62775289155336,-27.967679631907686,0.11419049784836816,16.474202372327852,7.661087943602714,87.67917699307674
71,1.62212548552116,-26.45790659173738,5.188054108614407,16.489593212737358,8.158941253374584,87.37605584239746
72,1.61132566037658,-25.0,1.3397550726232341,16.41489405035705,8.43247058619737,86.79432148624328
73,1.60656313974884,-27.053739058664927,0.407667123892284,16.44050446357448,7.258506649961813,86.53778753000235
74,1.60151422339176,-25.0,2.215960764837047,16.419109991095404,7.760931423358857,86.26582682073696
75,1.59036923140033,-30.0,4.408943821337205,16.442430058542712,8.173121638154162,85.66549999565572
76,1.58578899682422,-25.767146243437164,0.72935401028971,16.375560011704046,7.939086384187102,85.41878490754101
77,1.58494307073741,-26.869429397642744,2.9256588559694787,16.37365569403256,8.111343762011392,85.37321895986348
78,1.59552638924959,-27.448511025698803,0.26763308696969185,16.394424299310295,7.818804443985254,85.94329115068477
79,1.5747301747801,-26.862358835196748,0.15919528773092823,16.3325688754571,8.02597693624187,84.82309964083198
80,1.56490199509379,-29.98135337190134,2.2737268218765627,16.349708587121224,7.953296829382376,84.29370312695858
81,1.55976594733704,-27.329507831756267,2.3337313280842267,16.33729472074381,8.350334618497943,84.0170490705316
82,1.55948156681842,-26.46433114273238,3.0436123446138477,16.35505634001011,8.076326252990365,84.00173086716373
83,1.55468935359061,-25.0,3.8848816887500526,16.35165584991148,8.101280798622561,83.74359751414062
84,1.54887410798904,-27.77740532741047,11.170671026099978,16.37357345070162,7.876436910163259,83.43035835418945
85,1.53823659894256,-28.212740404339783,2.178873357691069,16.339014757841042,7.853718132778252,82.8573671813329
86,1.52791425825103,-27.752635565376806,1.1700591423179363,16.292899799790565,7.870232543654113,82.30135260370756
87,1.52852526297564,-25.626896823446888,4.756961939198058,16.287391111833983,8.11833564271349,82.33426447360543
88,1.52264732528438,-26.506873335510473,0.9475543963084119,16.306332538460474,7.873704655753921,82.01764839394087
89,1.51748599384899,-27.794640305650557,1.733950293819904,16.262305043843842,8.086932457068924,81.73963242800907
90,1.60581889913066,-26.230098850329966,0.2451155057510097,16.458564744147562,8.622620239593632,86.4976988868026
91,1.56384914467444,-26.85438367597794,0.07703282862442314,16.38222455506536,8.261337411029508,84.23699116610479
92,1.54809152477678,-25.547032514200666,9.862139769805806,16.32548620962195,7.902192940349647,83.38820438085871
93,1.53237556318686,-28.05307964081603,5.423302926345188,16.276903832179915,8.360364176649183,82.54166152720481
94,1.52695282684897,-27.491493219896654,3.571928198398025,16.330065265894113,7.877577388093535,82.24956494324303
95,1.51695730171363,-27.588162229698238,1.5775789333954258,16.285621524594163,7.3885626394466435,81.71115433925762
96,1.51189759601427,-29.19527242219818,0.5709196084263262,16.305037475127794,7.697574106724779,81.43861246029729
97,1.50656389606811,-26.555819584403135,0.5103622247185624,16.240348178237923,7.438762423692244,81.15131183620746
98,1.50154535266714,-26.608417091730168,0.8640179673797508,16.25268014033492,7.894545954787607,80.88098717121413
99,1.49084440504002,-26.99232981503631,2.3903719449399436,16.248633082320385,8.005525513756865,80.3045788687865
100,1.4858683845612,-27.351880700062722,3.7615478633303274,16.24196286369881,8.502931193682585,80.03654470798261
101,1.48041367797611,-29.12305611307562,3.238171049090395,16.223795019729664,8.098078212129248,79.74272604140171
102,1.47520958690316,-27.63096798414804,0.9852367841669878,16.2374043896228,7.934269841357341,79.46240682056603
103,1.4859035988304,-27.514071774790153,9.29431049566892,16.21972395426298,8.248821674355046,80.03844153037984
104,1.49609182981367,-28.20341590383243,4.017052214625679,16.253594913762456,7.336659407297635,80.58723226653146
105,1.4808005946929,-27.241928567499013,2.424691445793994,16.235785799104384,8.07068436743257,79.76356737393385
106,1.46975432684668,-26.393923714778193,2.838091416112305,16.22700841023359,8.23125955816609,79.16855834115776
107,1.45390122748459,-25.0,1.6321135965961542,16.20704189665014,7.556424126266047,78.31462853886998
108,1.45414620672357,-26.73813328075224,0.8539838768221906,16.170686240966628,8.343126212962078,78.32782438583521
109,1.45502375190668,-26.613674413915852,1.3200423879693373,16.163820334622553,8.101548922248325,78.37509350133092
110,1.44904216376124,-27.11166887364925,4.254545543270139,16.211034576079705,7.87541362582976,78.05289427291903
111,1.43867093714806,-29.87815682294856,0.04349423916241283,16.176485180758128,8.189834559831885,77.49424644709055
112,1.43344543215698,-27.039770813173824,0.37014117671992813,16.14698793460587,8.681207857341319,77.21277376203584
113,1.43339589008381,-26.90965468508846,0.14128313085756158,16.192905984273903,8.054559876517548,77.21010517012324
114,1.42806487344776,-25.0,0.12474435575187728,16.156156067009114,8.0744661758901,76.92294908297342
115,1.42292031817412,-27.288541447171685,5.802609100846976,16.16966937317831,7.862191730137927,76.64583676775113
116,1.41742903273131,-26.54767898649958,3.648721835102065,16.13915170732787,7.745046689160563,76.35004777498811
117,1.41240922879445,-27.052067654557867,1.928353783238677,16.171445304406255,8.249100744963274,76.07965521102193
118,1.41257879294019,-28.753017056429297,0.3088707553434398,16.16559290357357,7.74317485222734,76.0887888115968
119,1.40759837314699,-25.285765778227468,2.0295538973916996,16.117995212098442,8.021469871165818,75.82051768100087
120,1.43339204852215,-25.87210045096984,1.9243509962831136,16.181308569844738,7.856702765970465,77.20989824377315
121,1.43825501767929,-25.81345207943543,0.5705841384006749,16.182119119535297,8.143693947723918,77.47184287655698
122,1.41735471744855,-28.36408118219211,1.7066973939069716,16.165061884712607,8.100098631586084,76.34604477006998
123,1.40698166367764,-25.0,1.5250098437496207,16.10274588946292,8.31126198327737,75.7872985240901
124,1.40120377835876,-29.10277659418842,2.8701672987394033,16.12705103909332,7.846995080343576,75.47607178190547
125,1.39670082327263,-26.119714359299593,3.024343608122736,16.127707031991093,7.919037519411988,75.23351936621792
126,1.39128478885273,-25.0,0.1390869720616042,16.0631951561723,7.706370885265308,74.94178378217
127,1.38622876779783,-28.485804487696033,1.4081520139651846,16.067079160307976,7.8667120219771665,74.669440377189
128,1.38043667619741,-27.849446594404156,2.949374984348186,16.04122391196161,8.113190147913455,74.35744841131469
129,1.37523641502562,-26.85052295236854,2.098318357823369,16.068777256995673,8.227096584993605,74.07733548873435
130,1.3705128024895,-27.755213481174298,5.824048359526316,16.081391970166706,7.723350402746712,73.82289732324232
131,1.37050855662704,-29.325995146599197,3.224924292164993,16.097081862378488,8.260881776031699,73.8226686191632
132,1.36473551086815,-26.897155537790958,0.533558606301922,16.059809567307234,8.406691357641485,73.5117025606727
133,1.37539201689576,-28.593455570589157,0.21954730876872253,16.106972387164536,8.12403047096711,74.0857170090396
134,1.38611151515354,-26.289611354047228,3.0851824413266735,16.062965458074313,8.56303874376742,74.66312454423613
135,1.36985000358389,-28.379136351350706,0.08060721800218329,16.031973826648553,7.7678632402689285,73.78719555127353
136,1.36478279492608,-25.0,2.644042133421872,16.05728803270032,7.626603589006575,73.51424952422332
137,1.354322046626,-28.174879938504354,8.451766366161456,16.05030313772331,7.466383925328716,72.95077959801881
138,1.3546417018379,-27.483092274308515,2.5703473367326333,16.04245004563715,8.448813293446754,72.96799787853693
139,1.35470392131924,-25.779724173945496,1.4739020766717217,16.001848939550673,8.196309696906217,72.97134934112387
140,1.34931499750346,-28.846296474650934,3.0924814735349457,16.033287673287962,7.983324598726863,72.68107407422197
141,1.34418919379706,-26.658810098093806,1.8388679221532738,16.00124982081692,8.083990587895945,72.40497181525052
