flight_id,timestamp_s,env_temperature_C,wind_speed_ms,voltage_V,current_A,battery_level_pct,speed_ms,altitude_m,current_capacity_ah,future_capacity_ah,capacity_consumption_ah
flight_002,0.0,-10.0,0.0,11.35586,20.74791,99.7525,1.0232213934432763,10.2426,1.29279,1.24289,0.049900000000000055
flight_002,1.0,-10.0,0.0,11.37828,20.10941,99.3167,2.422910006582993,10.4346,1.28716,1.238522222222222,0.048637777777778
flight_002,2.0,-10.0,0.0,11.36003,20.41103,98.8821,2.79790826332816,10.4371,1.28151,1.23398,0.04752999999999985
flight_002,3.0,-10.0,0.0,11.35594,20.33503,98.4456,2.8747048857230544,10.431000000000001,1.27585,1.22935,0.046499999999999986
flight_002,4.0,-10.0,0.0,11.54947,16.94578,98.0399,1.9991190784943251,10.803799999999999,1.2706,1.2246700000000001,0.045929999999999804
flight_002,5.0,-10.0,0.0,11.5284,16.903433333333332,97.70700000000001,2.350371491519617,10.842888888888888,1.2662777777777778,1.22003,0.04624777777777789
flight_002,6.0,-10.0,0.0,11.49774,17.402620000000002,97.3545,2.766410334711754,10.605,1.2617,1.2153800000000001,0.04631999999999992
flight_002,7.0,-10.0,0.0,11.51364,16.95608,96.9938,2.8355842713627823,10.5145,1.25702,1.21075,0.04627000000000003
flight_002,8.0,-10.0,0.0,11.5061,17.00627,96.6155,2.054775895322894,10.758199999999999,1.25214,1.2061555555555554,0.045984444444444605
flight_002,9.0,-10.0,0.0,11.52458,16.81129,96.2641,2.138608521913256,10.9715,1.24758,1.20158,0.04599999999999982
flight_002,10.0,-10.0,0.0,11.51739,16.6547,95.9013,2.727890364365841,10.647,1.24289,1.19688,0.046010000000000106
flight_002,11.0,-10.0,0.0,11.504344444444445,16.824355555555556,95.56522222222222,2.8382609242411228,10.536999999999999,1.238522222222222,1.1921599999999999,0.046362222222222194
flight_002,12.0,-10.0,0.0,11.45984,17.23414,95.2154,2.347488474945085,10.6297,1.23398,1.1873900000000002,0.04658999999999991
flight_002,13.0,-10.0,0.0,11.5048,16.44136,94.8573,1.912541306743465,11.0003,1.22935,1.18276,0.04658999999999991
flight_002,14.0,-10.0,0.0,11.473519999999999,16.68301,94.4959,2.6543254698698875,10.678799999999999,1.2246700000000001,1.1783,0.046370000000000244
flight_002,15.0,-10.0,0.0,11.471129999999999,16.765369999999997,94.1369,2.8287113567842157,10.5541,1.22003,1.1738,0.04622999999999999
flight_002,16.0,-10.0,0.0,11.453149999999999,16.96158,93.7794,2.6401046551225957,10.502,1.2153800000000001,1.16911,0.04627000000000003
flight_002,17.0,-10.0,0.0,11.4588,16.68252,93.424,0.6565508129611903,10.6125,1.21075,1.1644299999999999,0.04632000000000014
flight_002,18.0,-10.0,0.0,11.393366666666667,17.828744444444443,93.06733333333334,0.9220305222445824,10.49088888888889,1.2061555555555554,1.15967,0.04648555555555545
flight_002,19.0,-10.0,0.0,11.42998,17.05418,92.7153,0.6326223676096191,10.5056,1.20158,1.155,0.046580000000000066
flight_002,20.0,-10.0,0.0,11.43202,16.74627,92.3515,0.16384861915805088,10.5029,1.19688,1.1504555555555556,0.04642444444444438
flight_002,21.0,-10.0,0.0,11.41121,17.22628,91.9869,0.28689583475540387,10.495099999999999,1.1921599999999999,1.14604,0.04611999999999994
flight_002,22.0,-10.0,0.0,11.382200000000001,17.07801,91.6196,0.03984444754291368,10.4961,1.1873900000000002,1.14132,0.04607000000000028
flight_002,23.0,-10.0,0.0,11.408,16.5941,91.2618,0.10609943449425165,10.494,1.18276,1.13663,0.046130000000000004
flight_002,24.0,-10.0,0.0,11.384611111111111,17.191877777777776,90.91811111111112,0.04441346142281139,10.494,1.1783,1.13199,0.04630999999999985
flight_002,25.0,-10.0,0.0,11.38782,16.76387,90.5707,0.03005877575684013,10.494,1.1738,1.12727,0.04652999999999996
flight_002,26.0,-10.0,0.0,11.38162,16.839689999999997,90.2101,0.026196564660275593,10.494,1.16911,1.1227444444444443,0.04636555555555577
flight_002,27.0,-10.0,0.0,11.38092,16.96368,89.8481,0.007523961722390672,10.494,1.1644299999999999,1.1181699999999999,0.04625999999999997
flight_002,28.0,-10.0,0.0,11.33591,17.138650000000002,89.4816,0.011269871339105873,10.494,1.15967,1.11344,0.04622999999999999
flight_002,29.0,-10.0,0.0,11.36294,16.81592,89.1188,0.003301514803843836,10.494,1.155,1.10872,0.0462800000000001
flight_002,30.0,-10.0,0.0,11.32548888888889,17.27988888888889,88.77000000000001,0.004182562272159714,10.494,1.1504555555555556,1.10391,0.04654555555555562
flight_002,31.0,-10.0,0.0,11.37442,16.63877,88.4286,0.0023,10.494,1.14604,1.09922,0.04681999999999986
flight_002,32.0,-10.0,0.0,11.31815,17.14697,88.0642,0.0010770329614269007,10.494,1.14132,1.09446,0.0468599999999999
flight_002,33.0,-10.0,0.0,11.3318,16.64847,87.7037,0.0010770329614269007,10.494,1.13663,1.0899333333333334,0.04669666666666661
flight_002,34.0,-10.0,0.0,11.31902,16.892770000000002,87.3444,0.0002,10.494,1.13199,1.0854,0.04659000000000013
flight_002,35.0,-10.0,0.0,11.299800000000001,16.94014,86.9814,0.0,10.494,1.12727,1.08064,0.04662999999999995
flight_002,36.0,-10.0,0.0,11.264588888888888,17.41191111111111,86.63055555555555,0.0,10.494,1.1227444444444443,1.07584,0.046904444444444415
flight_002,37.0,-10.0,0.0,11.28362,17.11052,86.2795,0.0,10.494,1.1181699999999999,1.07109,0.04707999999999979
flight_002,38.0,-10.0,0.0,11.27297,17.158430000000003,85.9127,0.0,10.494,1.11344,1.06637,0.047069999999999945
flight_002,39.0,-10.0,0.0,11.29412,16.992359999999998,85.5486,0.0,10.494,1.10872,1.0617555555555556,0.046964444444444364
flight_002,40.0,-10.0,0.0,11.2609,17.09339,85.1781,0.0,10.494,1.10391,1.05722,0.0466899999999999
flight_002,41.0,-10.0,0.0,11.26032,16.9606,84.8169,0.0,10.494,1.09922,1.0524499999999999,0.0467700000000002
flight_002,42.0,-10.0,0.0,11.23443,17.22022,84.44930000000001,0.0,10.494,1.09446,1.0476800000000002,0.04677999999999982
flight_002,43.0,-10.0,0.0,11.22198888888889,17.240944444444445,84.1,0.0,10.494,1.0899333333333334,1.0429499999999998,0.0469833333333336
flight_002,44.0,-10.0,0.0,11.23484,17.0916,83.7503,0.0,10.494,1.0854,1.0382099999999999,0.047190000000000065
flight_002,45.0,-10.0,0.0,11.22919,17.131909999999998,83.3823,0.0,10.494,1.08064,1.0334400000000001,0.04719999999999991
flight_002,46.0,-10.0,0.0,11.217270000000001,17.17951,83.0125,0.0,10.494,1.07584,1.0289888888888887,0.04685111111111118
flight_002,47.0,-10.0,0.0,11.2116,17.10596,82.6467,0.0,10.494,1.07109,1.02438,0.04671000000000003
flight_002,48.0,-10.0,0.0,11.19084,17.185660000000002,82.2809,0.0,10.494,1.06637,1.0196200000000002,0.04674999999999985
flight_002,49.0,-10.0,0.0,11.1654,17.403933333333335,81.92677777777777,0.0,10.494,1.0617555555555556,1.01491,0.046845555555555585
flight_003,0.0,-10.0,0.0,11.42817,19.5405,99.7643,1.0170519898215626,9.9139,1.29294,1.2441,0.048839999999999995
flight_003,1.0,-10.0,0.0,11.48806,18.35698,99.36580000000001,2.4311172781254307,10.1086,1.2877800000000001,1.2403600000000001,0.04742000000000002
flight_003,2.0,-10.0,0.0,11.455400000000001,18.806379999999997,98.96340000000001,2.823209251897563,10.1109,1.28257,1.2360555555555555,0.046514444444444525
flight_003,3.0,-10.0,0.0,11.452169999999999,18.829649999999997,98.5628,2.9154045036666867,10.1045,1.27736,1.23149,0.04587000000000008
flight_003,4.0,-10.0,0.0,11.45788,18.24016,98.15700000000001,2.047799663053005,10.5076,1.27212,1.2266400000000002,0.04547999999999974
flight_003,5.0,-10.0,0.0,11.55978,16.70036,97.79650000000001,2.3727948647112336,10.6228,1.2674400000000001,1.2225899999999998,0.04485000000000028
flight_003,6.0,-10.0,0.0,11.491111111111111,17.381822222222223,97.447,2.785741431107283,10.515222222222222,1.262922222222222,1.21766,0.04526222222222209
flight_003,7.0,-10.0,0.0,11.55339,16.46405,97.0946,2.841454435671985,10.4988,1.25835,1.21261,0.045740000000000114
flight_003,8.0,-10.0,0.0,11.476859999999999,17.51639,96.7396,1.9987778866097154,10.7994,1.25375,1.2080333333333333,0.04571666666666663
flight_003,9.0,-10.0,0.0,11.49097,17.14463,96.36760000000001,2.275235077964473,10.9056,1.24893,1.20343,0.045500000000000096
flight_003,10.0,-10.0,0.0,11.5496,15.9637,95.9946,2.7630800296046436,10.6209,1.2441,1.19846,0.0456399999999999
